Término|Ngram|N(d,e)|N(d,e')|N(d',e)|P(e,d)|P(d,e)|SpecialtyWeight|Idf|Idf-norm|SpecialtyWeight*Idf-norm|
('estudio', 'prospectivo')|2|1|1862|515|0.0005367686527106817|0.001937984496124031|0.0024747531488347125|6.711432835608942|-1.839930853633268|-0.00455337467366707|
('dolor', 'vesical')|2|1|12|515|0.07692307692307693|0.001937984496124031|0.07886106141920096|13.874405076409488|0.42305037675588947|0.03336220174476231|
('proceso', 'de')|2|2|494|514|0.004032258064516129|0.003875968992248062|0.007908227056764191|8.620648484163706|-1.2367567755829776|-0.009780553395301742|
('jarabe', 'para', 'la')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('pacientes', 'al')|2|1|6|515|0.14285714285714285|0.001937984496124031|0.14479512735326688|14.767489872492977|0.705200587972817|0.10210960894512273|
('la', 'parálisis', 'espástica')|3|2|9|514|0.18181818181818182|0.003875968992248062|0.1856941508104299|14.115413175913282|0.49919150745052615|0.09269694306780384|
inferior|1|1|875|515|0.001141552511415525|0.001937984496124031|0.003079537007539556|7.800057734949407|-1.4960041104707915|-0.004607000021626097|
('enfisema', 'y')|2|1|7|515|0.125|0.001937984496124031|0.12693798449612403|14.57484479455058|0.6443386746699427|0.0817910526955063|
('separ', 'de')|2|1|19|515|0.05|0.001937984496124031|0.05193798449612404|13.252916699663219|0.22670499327515592|0.011774600425918953|
('cáncer', 'de', 'ovario')|3|1|186|515|0.0053475935828877|0.001937984496124031|0.007285578079011731|10.027950334662943|-0.7921511613057713|-0.005771279136073014|
("''", '.')|2|1|2176|515|0.00045934772622875517|0.001937984496124031|0.002397332222352786|6.486719102362374|-1.9109241429344739|-0.0045811200223286955|
('los', 'fármacos')|2|1|242|515|0.00411522633744856|0.001937984496124031|0.006053210833572591|9.6500322909448|-0.9115459335887317|-0.005517779720498352|
('importancia', 'del')|2|1|647|515|0.0015432098765432098|0.001937984496124031|0.0034811943726672408|8.234994791665954|-1.3585954534688973|-0.004729534847347223|
('en', 'las', 'sociedades')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('autorizadas', 'en', 'ficha')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('viña', 'del')|2|1|45|515|0.021739130434782608|0.001937984496124031|0.02367711493090664|12.051282838493567|-0.15292440946605348|-0.0036208088186687757|
('la', 'agudización')|2|1|26|515|0.037037037037037035|0.001937984496124031|0.03897502153316107|12.819957292387112|0.08992113048068807|0.0035046779967710037|
('el', 'enfermo', 'preterminal')|3|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
('traqueobronquial', 'maligna', '.')|3|1|5|515|0.16666666666666666|0.001937984496124031|0.1686046511627907|14.989882293829424|0.7754605105784828|0.13074624887660466|
('prostática', 'intratable')|2|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('pacientes', 'del')|2|1|127|515|0.0078125|0.001937984496124031|0.009750484496124031|10.57484479455058|-0.6193720612165574|-0.006039177680224427|
('ejecutivas', 'en')|2|1|19|515|0.05|0.001937984496124031|0.05193798449612404|13.252916699663219|0.22670499327515592|0.011774600425918953|
contar|1|1|10|515|0.09090909090909091|0.001937984496124031|0.09284707540521495|14.115413175913282|0.49919150745052615|0.04634847153390192|
('anastomosis', 'con', 'separación')|3|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('personal', 'sanitario', 'de')|3|2|59|514|0.03278688524590164|0.003875968992248062|0.0366628542381497|11.644107456987694|-0.2815623847154667|-0.010322880669768985|
('organización', 'y', 'mejora')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('analgesia', 'morfínica')|2|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
(':', 'algunas')|2|1|85|515|0.011627906976744186|0.001937984496124031|0.013565891472868217|11.148580039848483|-0.438113213956699|-0.005943396313366072|
('vida', 'en', 'la')|3|1|98|515|0.010101010101010102|0.001937984496124031|0.012038994597134133|10.94548817447097|-0.5022755566188936|-0.006046892712407399|
klatskin|1|1|16|515|0.058823529411764705|0.001937984496124031|0.06076151390788874|13.487381953300241|0.3007790578285201|0.018275790905449295|
('vesícula', 'biliar', '.')|3|2|255|514|0.007782101167315175|0.003875968992248062|0.011658070159563237|9.569220245356702|-0.937076695988389|-0.01092450586672435|
('cannabinoides', 'una', 'opción')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('tratamiento', 'endoscópico')|2|2|329|514|0.006042296072507553|0.003875968992248062|0.009918265064755615|9.204157387743363|-1.0524101590982342|-0.010438082914777914|
('opinando', 'como')|2|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
obtenidos|1|1|573|515|0.0017421602787456446|0.001937984496124031|0.0036801447748696756|8.409937867874893|-1.3033260925753358|-0.004796428709542434|
('evolución', 'histórica')|2|1|117|515|0.00847457627118644|0.001937984496124031|0.010412560767310472|10.69220174518874|-0.5822957516034714|-0.006063189898117869|
('factores', 'de')|2|2|6268|514|0.0003189792663476874|0.003875968992248062|0.004194948258595749|4.960595066861179|-2.3930689749237963|-0.010038800529056095|
medición|1|1|698|515|0.001430615164520744|0.001937984496124031|0.003368599660644775|8.125696149175143|-1.3931259204522621|-0.00469288350287093|
('para', 'intubación', '(')|3|1|5|515|0.16666666666666666|0.001937984496124031|0.1686046511627907|14.989882293829424|0.7754605105784828|0.13074624887660466|
('del', 'consenso', 'latinoamericano')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('frecuente', '.')|2|1|127|515|0.0078125|0.001937984496124031|0.009750484496124031|10.57484479455058|-0.6193720612165574|-0.006039177680224427|
('precisar', 'el', 'concepto')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('enfisema', 'y', 'fibrosis')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('niño', ':')|2|1|120|515|0.008264462809917356|0.001937984496124031|0.010202447306041387|10.655981557275986|-0.5937387116837648|-0.00605758791951051|
('enfermos', 'en', 'fase')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('del', 'efecto', 'mariposa')|3|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
('no', 'quirúrgica')|2|1|10|515|0.09090909090909091|0.001937984496124031|0.09284707540521495|14.115413175913282|0.49919150745052615|0.04634847153390192|
('entre', 'el', 'deber')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('totalmente', 'cubiertas')|2|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('de', 'apoyo', 'al')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('cáncer', 'de', 'cérvix')|3|1|204|515|0.004878048780487805|0.001937984496124031|0.006816033276611836|9.895364695045135|-0.8340386353581221|-0.005684835092580885|
('cómo', 'ayudar', 'a')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('de', 'prótesis', 'en')|3|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('un', 'gran', 'hospital')|3|1|5|515|0.16666666666666666|0.001937984496124031|0.1686046511627907|14.989882293829424|0.7754605105784828|0.13074624887660466|
('endoprótesis', 'metálicas', 'autoexpandibles')|3|1|6|515|0.14285714285714285|0.001937984496124031|0.14479512735326688|14.767489872492977|0.705200587972817|0.10210960894512273|
('en', 'cardiopatías')|2|2|59|514|0.03278688524590164|0.003875968992248062|0.0366628542381497|11.644107456987694|-0.2815623847154667|-0.010322880669768985|
('samario-153', 'etilendiaminotetrametilenfosfato', '.')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('historia', 'cultural')|2|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('la', 'hidratación')|2|1|36|515|0.02702702702702703|0.001937984496124031|0.02896501152315106|12.365391428921631|-0.053688809976523255|-0.0015550969996342636|
('valoración', 'clínica')|2|1|218|515|0.0045662100456621|0.001937984496124031|0.006504194541786131|9.800057734949407|-0.8641487425275416|-0.005620591534438985|
('y', 'cáncer', '.')|3|1|177|515|0.0056179775280898875|0.001937984496124031|0.0075559620242139185|10.099111363584182|-0.7696694222496466|-0.0058155929257169975|
('parte', 'viii')|2|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('sobre', 'el', 'uso')|3|1|279|515|0.0035714285714285713|0.001937984496124031|0.005509413067552602|9.445561777605613|-0.9761438293084702|-0.005377979569002923|
('5', ')', 'no')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
?|1|33|14601|483|0.002255022550225502|0.06395348837209303|0.06620851092231853|3.73780825103324|-2.779381181639355|-0.1840186893218558|
('ccoms-ico', '(')|2|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('la', 'atención', 'sanitaria')|3|1|66|515|0.014925373134328358|0.001937984496124031|0.016863357630452387|11.508755604092809|-0.3243237821218159|-0.005469187925981101|
('bioética', 'y')|2|2|32|514|0.058823529411764705|0.003875968992248062|0.06269949840401276|12.487381953300241|-0.015148626143104896|-0.0009498112606825915|
('día', 'en')|2|1|49|515|0.02|0.001937984496124031|0.02193798449612403|11.930988604775855|-0.19092868811963137|-0.004188590599833774|
('la', 'última', 'década')|3|1|54|515|0.01818181818181818|0.001937984496124031|0.020119802677942212|11.79348508102592|-0.23436985791588558|-0.00471547529492497|
('aspectos', 'terapéuticos')|2|1|66|515|0.014925373134328358|0.001937984496124031|0.016863357630452387|11.508755604092809|-0.3243237821218159|-0.005469187925981101|
('de', 'prótesis', 'de')|3|1|52|515|0.018867924528301886|0.001937984496124031|0.020805909024425917|11.846924339987382|-0.21748691659903124|-0.004525013000762351|
('nacional', 'de', 'cancerología')|3|1|99|515|0.01|0.001937984496124031|0.011937984496124031|10.930988604775855|-0.5068563720912563|-0.006050843511787091|
('del', 'personal', 'y')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('con', 'síntomas')|2|1|97|515|0.01020408163265306|0.001937984496124031|0.012142066128777091|10.960134950435371|-0.49764823461080904|-0.00604247777351362|
('riesgo', 'nutricional', 'e')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('en', 'jóvenes')|2|1|272|515|0.003663003663003663|0.001937984496124031|0.005600988159127694|9.482087653630728|-0.964604293890821|-0.0054027372283262185|
('estreñimiento', 'del', 'paciente')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('transacro', 'en')|2|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('19-9', 'y')|2|1|17|515|0.05555555555555555|0.001937984496124031|0.05749354005167959|13.404919793108268|0.2747269785437729|0.015795026544183327|
('del', 'metilfenidato')|2|1|11|515|0.08333333333333333|0.001937984496124031|0.08527131782945736|13.989882293829424|0.4595328266068578|0.03918496971066229|
('con', 'enfermedades', 'neurologicas')|3|1|5|515|0.16666666666666666|0.001937984496124031|0.1686046511627907|14.989882293829424|0.7754605105784828|0.13074624887660466|
corcubión|1|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('de', 'pulmón', 'y')|3|2|64|514|0.030303030303030304|0.003875968992248062|0.034178999295278366|11.530450675192126|-0.3174697085558087|-0.010850796945001214|
('la', 'puesta')|2|1|41|515|0.023809523809523808|0.001937984496124031|0.02574750830564784|12.18252737177182|-0.11146062803351778|-0.0028698334460457234|
('la', 'limitación', 'del')|3|1|11|515|0.08333333333333333|0.001937984496124031|0.08527131782945736|13.989882293829424|0.4595328266068578|0.03918496971066229|
('historia', 'natural', 'del')|3|1|75|515|0.013157894736842105|0.001937984496124031|0.015095879232966136|11.326917281106995|-0.38177154236000815|-0.0057631770980498985|
('camino', '.')|2|1|28|515|0.034482758620689655|0.001937984496124031|0.03642074311681369|12.716863799423008|0.05735104201599351|0.0020887675687460885|
('cáncer', 'avanzado', '.')|3|4|32|512|0.1111111111111111|0.007751937984496124|0.11886304909560723|12.404919793108268|-0.04120070542785208|-0.004897241472044432|
zona|1|1|1028|515|0.0009718172983479105|0.001937984496124031|0.0029098017944719414|7.5678175276566115|-1.5693752212858945|-0.004566570835097496|
('terapia', 'de', 'las')|3|1|22|515|0.043478260869565216|0.001937984496124031|0.04541624536568925|13.051282838493567|0.16300327450557153|0.007402996710355836|
pleural|1|2|553|514|0.0036036036036036037|0.003875968992248062|0.007479572595851665|8.458500833313112|-1.2879837073776454|-0.009633567641605266|
('vida', 'del', 'paciente')|3|1|61|515|0.016129032258064516|0.001937984496124031|0.018067016754188547|11.620648484163706|-0.2889737236681026|-0.005220893107031861|
('valoración', 'prequirúrgica')|2|1|11|515|0.08333333333333333|0.001937984496124031|0.08527131782945736|13.989882293829424|0.4595328266068578|0.03918496971066229|
('primera', 'infancia', '(')|3|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('superior', 'de')|2|1|36|515|0.02702702702702703|0.001937984496124031|0.02896501152315106|12.365391428921631|-0.053688809976523255|-0.0015550969996342636|
('dolor', 'en', 'el')|3|1|88|515|0.011235955056179775|0.001937984496124031|0.013173939552303806|11.099111363584182|-0.4537417382780216|-0.005977566232431911|
('y', 'situaciones', 'terminales')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('prescripción', 'de', 'gastroprotección')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('o', '``')|2|1|34|515|0.02857142857142857|0.001937984496124031|0.0305094130675526|12.445561777605613|-0.028360777393595212|-0.0008652706724181042|
('de', 'factores', 'asociados')|3|1|57|515|0.017241379310344827|0.001937984496124031|0.01917936380646886|11.716863799423008|-0.2585766419556315|-0.004959335487922096|
('de', 'wallstent', 'implantadas')|3|1|6|515|0.14285714285714285|0.001937984496124031|0.14479512735326688|14.767489872492977|0.705200587972817|0.10210960894512273|
('personas', 'cuidadoras', 'de')|3|1|10|515|0.09090909090909091|0.001937984496124031|0.09284707540521495|14.115413175913282|0.49919150745052615|0.04634847153390192|
('y', 'corcubión', '(')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('actualización', 'sobre')|2|1|73|515|0.013513513513513514|0.001937984496124031|0.015451498009637545|11.365391428921631|-0.3696164939481483|-0.00571112852056902|
('y', 'oncológicos', 'atendidos')|3|1|6|515|0.14285714285714285|0.001937984496124031|0.14479512735326688|14.767489872492977|0.705200587972817|0.10210960894512273|
('ciertas', 'malformaciones')|2|1|7|515|0.125|0.001937984496124031|0.12693798449612403|14.57484479455058|0.6443386746699427|0.0817910526955063|
('riesgo', 'tratados', 'con')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('producido', 'por', 'metástasis')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
opioides|1|5|101|511|0.04716981132075472|0.009689922480620155|0.05685973380137488|10.846924339987382|-0.5334146005706563|-0.030329812194214222|
('las', 'metástasis', 'óseas')|3|1|32|515|0.030303030303030304|0.001937984496124031|0.03224101479915434|12.530450675192126|-0.0015420245841837015|-4.971643743932654e-05|
('ecocardiografía', 'bidimensional', '.')|3|1|45|515|0.021739130434782608|0.001937984496124031|0.02367711493090664|12.051282838493567|-0.15292440946605348|-0.0036208088186687757|
('epidermoide', 'de')|2|1|177|515|0.0056179775280898875|0.001937984496124031|0.0075559620242139185|10.099111363584182|-0.7696694222496466|-0.0058155929257169975|
('la', 'propuesta', 'de')|3|1|13|515|0.07142857142857142|0.001937984496124031|0.07336655592469546|13.767489872492977|0.3892729040011921|0.028559612281372066|
('pacientes', 'oncológicos', '.')|3|2|70|514|0.027777777777777776|0.003875968992248062|0.03165374677002584|11.404919793108268|-0.35712838939947705|-0.011304451602438226|
('sobre', 'el', 'tratamiento')|3|4|450|512|0.00881057268722467|0.007751937984496124|0.016562510671720793|8.748296307259665|-1.1964292944682515|-0.019815872957589794|
('la', 'confluencia', 'hepática')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('zarit', 'en', 'la')|3|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
('inextirpables', 'de')|2|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('prótesis', 'esofágicas', '.')|3|1|8|515|0.1111111111111111|0.001937984496124031|0.11304909560723514|14.404919793108268|0.5906546625153979|0.06677297541356242|
('unidad', 'geriátrica', 'de')|3|1|30|515|0.03225806451612903|0.001937984496124031|0.034196049012253066|12.620648484163706|0.026953960303522425|0.0009217189476135763|
('sistemática', 'de', 'la')|3|1|186|515|0.0053475935828877|0.001937984496124031|0.007285578079011731|10.027950334662943|-0.7921511613057713|-0.005771279136073014|
('práctica', 'de', 'los')|3|1|13|515|0.07142857142857142|0.001937984496124031|0.07336655592469546|13.767489872492977|0.3892729040011921|0.028559612281372066|
('sin', 'cateterismo')|2|1|15|515|0.0625|0.001937984496124031|0.06443798449612403|13.57484479455058|0.32841099069831764|0.021162142326974928|
('de', 'células', 'del')|3|1|17|515|0.05555555555555555|0.001937984496124031|0.05749354005167959|13.404919793108268|0.2747269785437729|0.015795026544183327|
('un', 'reto', 'para')|3|1|119|515|0.008333333333333333|0.001937984496124031|0.010271317829457364|10.667954198942061|-0.5899562227311795|-0.006059627869138084|
('gástrico', '.')|2|3|933|513|0.003205128205128205|0.005813953488372093|0.009019081693500297|7.704480074967176|-1.5261997392284052|-0.013764920128699837|
('andaluza', 'de', '``')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('y', 'la', 'ansiedad')|3|2|9|514|0.18181818181818182|0.003875968992248062|0.1856941508104299|14.115413175913282|0.49919150745052615|0.09269694306780384|
('avanzado', 'del')|2|2|18|514|0.1|0.003875968992248062|0.10387596899224807|13.252916699663219|0.22670499327515592|0.023549200851837905|
centro|1|3|2921|513|0.0010259917920656635|0.005813953488372093|0.006839945280437756|6.061117198598143|-2.0453835666846216|-0.013990311673629423|
('--', 'laríngeas', '.')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('necesidades', 'psicologicas', 'y')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('cuidados', 'al', 'final')|3|2|7|514|0.2222222222222222|0.003875968992248062|0.22609819121447028|14.404919793108268|0.5906546625153979|0.13354595082712484|
('cualitativa', 'sobre', 'el')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('pulmonar', 'como')|2|1|19|515|0.05|0.001937984496124031|0.05193798449612404|13.252916699663219|0.22670499327515592|0.011774600425918953|
('de', '130', 'casos')|3|1|24|515|0.04|0.001937984496124031|0.04193798449612403|12.930988604775855|0.12499899585199363|0.005242205950071981|
('terapéutica', 'paliativa')|2|3|6|513|0.3333333333333333|0.005813953488372093|0.3391472868217054|14.404919793108268|0.5906546625153979|0.20031892624068726|
('colon', 'en', 'el')|3|1|15|515|0.0625|0.001937984496124031|0.06443798449612403|13.57484479455058|0.32841099069831764|0.021162142326974928|
('niño', ':', 'integración')|3|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('vater', '.')|2|3|86|513|0.033707865168539325|0.005813953488372093|0.039521818656911414|11.099111363584182|-0.4537417382780216|-0.017932698697295732|
('indicación', 'y', 'prescripción')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('crónicos', 'con', 'patología')|3|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('las', 'metástasis')|2|4|366|512|0.010810810810810811|0.007751937984496124|0.018562748795306935|9.043463334034268|-1.1031778593145605|-0.02047801347900064|
('tratamiento', 'dialitico', '.')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('cáncer', ':', 'los')|3|1|9|515|0.1|0.001937984496124031|0.10193798449612404|14.252916699663219|0.5426326772467809|0.05531488144027263|
('vida', 'digna')|2|1|0|515|1.0|0.001937984496124031|1.001937984496124|17.57484479455058|1.592121726584817|1.5952072338068808|
('no', 'oncológica', ':')|3|1|4|515|0.2|0.001937984496124031|0.20193798449612405|15.252916699663219|0.858560361218406|0.17337594891270913|
('circulatoria', 'durante')|2|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
('las', 'algias', 'cancerosas')|3|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
('anterior', 'al', 'recto')|3|1|3|515|0.25|0.001937984496124031|0.25193798449612403|15.57484479455058|0.9602663586415676|0.24192757097558876|
('silencio', 'desde')|2|1|2|515|0.3333333333333333|0.001937984496124031|0.33527131782945735|15.989882293829424|1.0913881945501078|0.36591115825032683|
digestivas|1|1|451|515|0.0022123893805309734|0.001937984496124031|0.004150373876655004|8.754665832135393|-1.1944169852262632|-0.004957277053316109|
nota|1|1|349|515|0.002857142857142857|0.001937984496124031|0.004795127353266888|9.123633682718252|-1.0778498267316319|-0.0051684271868748235|
('hospital', 'general')|2|2|1296|514|0.0015408320493066256|0.003875968992248062|0.005416801041554687|7.232770126551442|-1.6752259707377628|-0.009074365783131776|
('y', 'unidad', 'de')|3|1|1|515|0.5|0.001937984496124031|0.501937984496124|16.57484479455058|1.2761940426131921|0.6405702655752263|
