Término|Ngram|N(d,e)|N(d,e')|N(d',e)|P(e,d)|P(d,e)|SpecialtyWeight|Idf|Idf-norm|SpecialtyWeight*Idf-norm|
sociales|1|1|745|218|0.0013404825737265416|0.0045662100456621|0.005906692619388642|8.031812974295342|-1.2197929068523166|-0.007204941760087195|
('edad', 'en')|2|1|306|218|0.003257328990228013|0.0045662100456621|0.007823539035890113|9.3127499491804|-0.8532659200014495|-0.006675559233126031|
('el', 'campo')|2|1|135|218|0.007352941176470588|0.0045662100456621|0.011919151222132688|10.487381953300241|-0.5171570109996828|-0.006164072619691358|
('inmigrante', 'en')|2|1|57|218|0.017241379310344827|0.0045662100456621|0.021807589356006928|11.716863799423008|-0.1653533818729214|-0.0036059586505116695|
('un', 'estudio', 'cualitativo')|3|1|69|218|0.014285714285714285|0.0045662100456621|0.018851924331376384|11.445561777605613|-0.24298367480142452|-0.004580709851116221|
dermatosos|1|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
el|1|55|104945|164|0.0005238095238095238|0.2511415525114155|0.25166536203522505|0.8948149922223706|-3.2619717312746928|-0.8209252966999154|
(',', 'acerca', 'de')|3|1|7|218|0.125|0.0045662100456621|0.1295662100456621|14.57484479455058|0.6524285880129495|0.08453269947428055|
('de', 'datos', 'de')|3|1|84|218|0.011764705882352941|0.0045662100456621|0.01633091592801504|11.165453858412878|-0.323133685010937|-0.005277069043423305|
('entre', 'pacientes')|2|1|155|218|0.00641025641025641|0.0045662100456621|0.01097646645591851|10.289442575688332|-0.5737953351933764|-0.006298245249312614|
('los', 'fármacos')|2|1|242|218|0.00411522633744856|0.0045662100456621|0.00868143638311066|9.6500322909448|-0.7567560347621677|-0.006569729373322838|
clasificación|1|1|1345|218|0.0007429420505200594|0.0045662100456621|0.00530915209618216|7.180382099940263|-1.4634211251080733|-0.007769525333964782|
('los', 'médicos', 'generales')|3|1|15|218|0.0625|0.0045662100456621|0.0670662100456621|13.57484479455058|0.3662888371608388|0.02456560409041014|
('sespas', '2012', '.')|3|1|50|218|0.0196078431372549|0.0045662100456621|0.024174053182917002|11.902419452579085|-0.1122585335096407|-0.0027137437592983245|
cabo|1|1|61|218|0.016129032258064516|0.0045662100456621|0.020695242303726616|11.620648484163706|-0.19288440820937539|-0.003991789564503939|
('tratamiento', 'de')|2|5|14938|214|0.00033460483169376964|0.0228310502283105|0.02316565506000427|3.707662598156837|-2.4571042181276486|-0.056920428763626595|
('práctica', 'médica', '.')|3|1|67|218|0.014705882352941176|0.0045662100456621|0.019272092398603276|11.487381953300241|-0.23101726014757212|-0.00445218598323618|
('neuropsi', 'quiátricas')|2|1|0|218|1.0|0.0045662100456621|1.004566210045662|17.57484479455058|1.510847840569281|1.5177466891563551|
('la', 'oclusión')|2|1|119|218|0.008333333333333333|0.0045662100456621|0.012899543378995433|10.667954198942061|-0.4654881136209264|-0.0060045841140598955|
('de', 'escherichia', 'coli')|3|1|252|218|0.003952569169960474|0.0045662100456621|0.008518779215622574|9.59185121985627|-0.7734039519477486|-0.006588457511132841|
nuestra|1|1|3737|218|0.00026752273943285177|0.0045662100456621|0.004833732785094952|5.706793940805422|-1.885073273821537|-0.009111940485977438|
('bolsillo', 'practicada', 'por')|3|2|6|217|0.25|0.0091324200913242|0.2591324200913242|14.57484479455058|0.6524285880129495|0.1690653989485611|
comunitaria|1|3|591|216|0.005050505050505051|0.0136986301369863|0.018749135187491352|8.360525673749814|-1.125735136928489|-0.02110656026758133|
('pedíatra', 'en', 'la')|3|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('compartir', 'experiencias')|2|1|0|218|1.0|0.0045662100456621|1.004566210045662|17.57484479455058|1.510847840569281|1.5177466891563551|
conocimiento|1|8|1003|211|0.00791295746785361|0.0365296803652968|0.04444263783315041|7.593277512647566|-1.3452753345880264|-0.0597875844809659|
('consulta', 'de')|2|2|497|217|0.004008016032064128|0.0091324200913242|0.01314043612338833|8.61194878921332|-1.0537929893112998|-0.013847299463319576|
('dependencia', 'tabáquica', '.')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('a', 'recibir', 'la')|3|1|9|218|0.1|0.0045662100456621|0.1045662100456621|14.252916699663219|0.5603121631495852|0.05858971934303882|
('el', 'estudiante', 'de')|3|1|7|218|0.125|0.0045662100456621|0.1295662100456621|14.57484479455058|0.6524285880129495|0.08453269947428055|
('xx', '.')|2|1|126|218|0.007874015748031496|0.0045662100456621|0.012440225793693596|10.586160107778415|-0.4888926544876669|-0.006081935010704805|
('una', 'región')|2|1|127|218|0.0078125|0.0045662100456621|0.0123787100456621|10.57484479455058|-0.492130415395493|-0.006091939716832051|
('gina', '2014', 'en')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('ante', 'un', 'herido')|3|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('lipídico', 'como', 'examen')|3|1|5|218|0.16666666666666666|0.0045662100456621|0.17123287671232876|14.989882293829424|0.7711873146508809|0.13205262237172616|
('el', 'mundo', 'del')|3|1|5|218|0.16666666666666666|0.0045662100456621|0.17123287671232876|14.989882293829424|0.7711873146508809|0.13205262237172616|
trabajo|1|3|1951|216|0.0015353121801432957|0.0136986301369863|0.015233942317129597|6.642630042582195|-1.6172933648207208|-0.024637753829555294|
('del', 'conocimiento')|2|1|169|218|0.0058823529411764705|0.0045662100456621|0.01044856298683857|10.165453858412878|-0.6092734358630476|-0.006366031870822603|
generales|1|11|739|208|0.014666666666666666|0.0502283105022831|0.06489497716894976|8.024098009167338|-1.2220004650518763|-0.07930169227998751|
('resolución', 'clínica', 'en')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
barreras|1|1|191|218|0.005208333333333333|0.0045662100456621|0.009774543378995432|9.989882293829424|-0.6595114396096722|-0.006446423175408467|
('factores', 'de')|2|2|6268|217|0.0003189792663476874|0.0091324200913242|0.009451399357671888|4.960595066861179|-2.0985904336980683|-0.01983461627707029|
medición|1|1|698|218|0.001430615164520744|0.0045662100456621|0.005996825210182844|8.125696149175143|-1.192929198583005|-0.007153787892025781|
('y', 'su', 'relación')|3|1|1491|218|0.0006702412868632708|0.0045662100456621|0.005236451332525371|7.031812974295343|-1.5059326577044267|-0.00788574307212982|
estrábico|1|1|6|218|0.14285714285714285|0.0045662100456621|0.14742335290280495|14.767489872492977|0.7075520026182722|0.10430968857907992|
('en', 'los', 'médicos')|3|1|58|218|0.01694915254237288|0.0045662100456621|0.02151536258803498|11.69220174518874|-0.17241017592701605|-0.0037094674489366506|
('en', 'argentina')|2|1|507|218|0.001968503937007874|0.0045662100456621|0.006534713982669974|8.586160107778415|-1.061172156191888|-0.006934456527087177|
('in', 'general', 'practice/family')|3|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('primaria', 'para')|2|1|67|218|0.014705882352941176|0.0045662100456621|0.019272092398603276|11.487381953300241|-0.23101726014757212|-0.00445218598323618|
daño|1|1|874|218|0.001142857142857143|0.0045662100456621|0.005709067188519244|7.801705587830889|-1.2856357770844853|-0.007339781031339475|
('sobre', 'su', 'manejo')|3|1|11|218|0.08333333333333333|0.0045662100456621|0.08789954337899543|13.989882293829424|0.4850475637987703|0.04263545937500606|
('espa', 'noles', 'en')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('democratización', 'sí')|2|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
glaucoma|1|1|475|218|0.0021008403361344537|0.0045662100456621|0.0066670503817965535|8.680027031242636|-1.0343130980985817|-0.006895817535575326|
se|1|1|1801|218|0.0005549389567147614|0.0045662100456621|0.005121149002376862|6.759461498737042|-1.5838632410648836|-0.008111199656880811|
('el', 'límite', 'de')|3|1|13|218|0.07142857142857142|0.0045662100456621|0.07599478147423352|13.767489872492977|0.42141225176616154|0.03202513198353413|
('clínica', 'en', 'atención')|3|1|30|218|0.03225806451612903|0.0045662100456621|0.03682427456179113|12.620648484163706|0.09325534264273524|0.003434060341829991|
tendencia|1|1|496|218|0.002012072434607646|0.0045662100456621|0.006578282480269746|8.617742752988294|-1.0521351059602828|-0.006921241934415281|
("''", 'de', 'goldberg')|3|1|4|218|0.2|0.0045662100456621|0.2045662100456621|15.252916699663219|0.8464519140016957|0.1731554600332236|
enteroinvasiva|1|1|6|218|0.14285714285714285|0.0045662100456621|0.14742335290280495|14.767489872492977|0.7075520026182722|0.10430968857907992|
('de', 'malestar', 'psíquico')|3|1|8|218|0.1111111111111111|0.0045662100456621|0.1156773211567732|14.404919793108268|0.6038062904367018|0.06984669417532623|
('medicina', 'general')|2|19|123|200|0.13380281690140844|0.0867579908675799|0.22056080776898834|10.425097675045897|-0.5349790188613843|-0.11799540453952778|
('con', 'nicardipino', '.')|3|1|4|218|0.2|0.0045662100456621|0.2045662100456621|15.252916699663219|0.8464519140016957|0.1731554600332236|
('ahorro', 'de')|2|1|48|218|0.02040816326530612|0.0045662100456621|0.02497437331096822|11.960134950435371|-0.0957438353327375|-0.0023911422858236557|
('paciente', 'en')|2|1|330|218|0.0030211480362537764|0.0045662100456621|0.007587358081915877|9.204157387743363|-0.8843385684754358|-0.006709793384672015|
('(', 'i', ')')|3|1|799|218|0.00125|0.0045662100456621|0.0058162100456621004|7.930988604775855|-1.2486427668264435|-0.00726236860385928|
('especializada', 'por', 'población')|3|1|0|218|1.0|0.0045662100456621|1.004566210045662|17.57484479455058|1.510847840569281|1.5177466891563551|
('fisiopatogenia', 'con')|2|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('familia', 'y', 'psiquiatras')|3|1|4|218|0.2|0.0045662100456621|0.2045662100456621|15.252916699663219|0.8464519140016957|0.1731554600332236|
('pacientes', 'de', 'medicina')|3|1|18|218|0.05263157894736842|0.0045662100456621|0.05719778899303052|13.326917281106995|0.29534692023470804|0.016893190823326246|
('ansiedad', 'en', 'la')|3|1|17|218|0.05555555555555555|0.0045662100456621|0.06012176560121765|13.404919793108268|0.3176665395845911|0.019098673232254715|
('de', 'la', 'ateromatosis')|3|1|16|218|0.058823529411764705|0.0045662100456621|0.0633897394574268|13.487381953300241|0.34126224155664914|0.02163252457893344|
('entre', 'clínicos')|2|2|6|217|0.25|0.0091324200913242|0.2591324200913242|14.57484479455058|0.6524285880129495|0.1690653989485611|
carreras|1|1|46|218|0.02127659574468085|0.0045662100456621|0.02584280579034295|12.020255942872943|-0.07854082953566914|-0.002029715404302729|
(',', 'hay')|2|1|5|218|0.16666666666666666|0.0045662100456621|0.17123287671232876|14.989882293829424|0.7711873146508809|0.13205262237172616|
('chile', '.')|2|4|2818|215|0.001417434443656981|0.0182648401826484|0.019682274626305382|6.112342521953316|-1.7690297038534517|-0.034818528453335315|
('de', 'equipos')|2|1|31|218|0.03125|0.0045662100456621|0.0358162100456621|12.57484479455058|0.08014908630872822|0.00287063651020131|
('primaria', 'en', 'portugal')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('año', 'de')|2|1|875|218|0.001141552511415525|0.0045662100456621|0.005707762557077625|7.800057734949407|-1.2861072932974336|-0.007340795053067542|
('salud', 'mental', 'de')|3|1|85|218|0.011627906976744186|0.0045662100456621|0.016194117022406286|11.148580039848483|-0.32796195525087674|-0.005311054282229871|
laboral|1|3|944|216|0.0031678986272439284|0.0136986301369863|0.01686652876423023|7.687624179082195|-1.3182790029606943|-0.0222347907227173|
('al', 'cabo', 'de')|3|1|29|218|0.03333333333333333|0.0045662100456621|0.03789954337899543|12.667954198942061|0.10679138808329484|0.004047344845165969|
('y', 'tasas')|2|1|9|218|0.1|0.0045662100456621|0.1045662100456621|14.252916699663219|0.5603121631495852|0.05858971934303882|
('malestar', 'psíquico')|2|1|21|218|0.045454545454545456|0.0045662100456621|0.050020755500207556|13.115413175913282|0.23482718827038043|0.011746233369273907|
('construir', 'el', 'conocimiento')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('la', 'enfermedad', 'funcional')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('un', 'protocolo')|2|1|519|218|0.0019230769230769232|0.0045662100456621|0.006489286968739023|8.552476981522126|-1.0708102375467827|-0.006948794920504675|
('con', 'depresión')|2|1|70|218|0.014084507042253521|0.0045662100456621|0.018650717087915623|11.425097675045897|-0.24883926800927367|-0.0046410307880049755|
asma|1|2|1624|217|0.0012300123001230013|0.0091324200913242|0.010362432391447202|6.907733252475553|-1.5414367983917407|-0.015973034609023246|
('la', 'del', 'profesional')|3|1|6|218|0.14285714285714285|0.0045662100456621|0.14742335290280495|14.767489872492977|0.7075520026182722|0.10430968857907992|
('el', 'tratamiento', 'electivo')|3|1|15|218|0.0625|0.0045662100456621|0.0670662100456621|13.57484479455058|0.3662888371608388|0.02456560409041014|
('manuel', 'gonzález', 'díaz')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
vertebrobasilar|1|1|76|218|0.012987012987012988|0.0045662100456621|0.017553223032675088|11.308058253855679|-0.28232889882851814|-0.0049557821297065395|
('la', 'guerra')|2|1|64|218|0.015384615384615385|0.0045662100456621|0.019950825430277486|11.552476981522126|-0.21239098499045092|-0.004237375464509172|
('molts', 'mals')|2|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('de', 'enfermedad', 'atendidos')|3|1|9|218|0.1|0.0045662100456621|0.1045662100456621|14.252916699663219|0.5603121631495852|0.05858971934303882|
intracraneanos|1|1|56|218|0.017543859649122806|0.0045662100456621|0.022110069694784906|11.74195478038584|-0.15817385483158175|-0.003497234954219063|
('lesiones', 'de', 'la')|3|1|94|218|0.010526315789473684|0.0045662100456621|0.015092525835135784|11.004989186219632|-0.369049006332878|-0.005569881662510151|
('educativa', 'y', 'de')|3|1|14|218|0.06666666666666667|0.0045662100456621|0.07123287671232877|13.667954198942061|0.3929311389354055|0.027989615376220665|
('bronquial', '.')|2|1|178|218|0.00558659217877095|0.0045662100456621|0.010152802224433051|10.091029017286324|-0.6305693413602076|-0.006402045811621199|
('médicos', 'generales', 'en')|3|3|6|216|0.3333333333333333|0.0136986301369863|0.3470319634703196|14.404919793108268|0.6038062904367018|0.20954008252597867|
('de', 'vida')|2|1|3736|218|0.0002675943270002676|0.0045662100456621|0.004833804372662368|5.707179946169836|-1.8849628223427362|-0.009111541532946316|
('de', 'eventos')|2|1|186|218|0.0053475935828877|0.0045662100456621|0.009913803628549801|10.027950334662943|-0.6486186598901412|-0.006430278023963992|
('hommage', 'au')|2|1|0|218|1.0|0.0045662100456621|1.004566210045662|17.57484479455058|1.510847840569281|1.5177466891563551|
('informado', ':')|2|1|4|218|0.2|0.0045662100456621|0.2045662100456621|15.252916699663219|0.8464519140016957|0.1731554600332236|
('calidad', 'laboral', '.')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('2006', '.')|2|1|234|218|0.00425531914893617|0.0045662100456621|0.00882152919459827|9.698327847985581|-0.7429367561032547|-0.0065538382837049955|
('periurbanas', 'de')|2|1|8|218|0.1111111111111111|0.0045662100456621|0.1156773211567732|14.404919793108268|0.6038062904367018|0.06984669417532623|
('artritis', 'reumatoide')|2|1|761|218|0.0013123359580052493|0.0045662100456621|0.0058785460036673495|8.001197607057259|-1.2285531804060672|-0.007222106388968899|
('unido', '.')|2|1|22|218|0.043478260869565216|0.0045662100456621|0.048044470915227316|13.051282838493567|0.21647694949904117|0.010400520504023816|
('rol', 'profesional', 'de')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('los', 'artículos')|2|1|79|218|0.0125|0.0045662100456621|0.0170662100456621|11.252916699663219|-0.29810708940674674|-0.005087558203916511|
bélgica|1|1|4|218|0.2|0.0045662100456621|0.2045662100456621|15.252916699663219|0.8464519140016957|0.1731554600332236|
medir|1|1|255|218|0.00390625|0.0045662100456621|0.0084724600456621|9.57484479455058|-0.7782701662476037|-0.006593862888263623|
('y', 'la', 'formación')|3|1|20|218|0.047619047619047616|0.0045662100456621|0.05218525766470972|13.18252737177182|0.2540312275519824|0.013256685064682706|
especialistas|1|1|247|218|0.004032258064516129|0.0045662100456621|0.008598468110178229|9.620648484163706|-0.7651639099135966|-0.006579237478451348|
('penicilinoterapia', 'por')|2|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('la', 'práctica', 'reflexiva')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('identidad', 'profesional')|2|1|5|218|0.16666666666666666|0.0045662100456621|0.17123287671232876|14.989882293829424|0.7711873146508809|0.13205262237172616|
('cobertura', 'de', 'la')|3|1|46|218|0.02127659574468085|0.0045662100456621|0.02584280579034295|12.020255942872943|-0.07854082953566914|-0.002029715404302729|
(|1|9|29176|210|0.00030837759122837076|0.0410958904109589|0.04140426800218727|2.7419053467809786|-2.733445757419956|-0.11317632070965765|
('de', 'estonia')|2|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('la', 'evolución')|2|1|923|218|0.0010822510822510823|0.0045662100456621|0.005648461127913182|7.723095753134523|-1.3081291755990292|-0.007388916798660234|
distritos|1|1|31|218|0.03125|0.0045662100456621|0.0358162100456621|12.57484479455058|0.08014908630872822|0.00287063651020131|
('y', 'en', 'la')|3|1|574|218|0.0017391304347826088|0.0045662100456621|0.006305340480444709|8.407426648718843|-1.11231490363613|-0.0070135241888988455|
('la', 'epidemiología')|2|1|571|218|0.0017482517482517483|0.0045662100456621|0.006314461793913848|8.414973457772192|-1.1101554615738765|-0.007010034247413036|
('currículum', 'de', 'medicina')|3|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('medicina', 'general/de')|2|1|15|218|0.0625|0.0045662100456621|0.0670662100456621|13.57484479455058|0.3662888371608388|0.02456560409041014|
('de', 'las', 'carreras')|3|1|7|218|0.125|0.0045662100456621|0.1295662100456621|14.57484479455058|0.6524285880129495|0.08453269947428055|
('los', 'principales', 'protagonistas')|3|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('paz', 'y')|2|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
(',', 'las', 'actitudes')|3|1|9|218|0.1|0.0045662100456621|0.1045662100456621|14.252916699663219|0.5603121631495852|0.05858971934303882|
('recursos', 'para')|2|1|43|218|0.022727272727272728|0.0045662100456621|0.027293482772934828|12.115413175913282|-0.05131256258173019|-0.0014004985428595932|
('poblacional', 'de')|2|1|223|218|0.004464285714285714|0.0045662100456621|0.009030495759947814|9.767489872492977|-0.7231467516422809|-0.006530373674525653|
('en', 'consultas', 'de')|3|1|112|218|0.008849557522123894|0.0045662100456621|0.013415767567785994|10.754665832135393|-0.44067646850300685|-0.005912013074029106|
('precios', 'de', 'referencia')|3|1|5|218|0.16666666666666666|0.0045662100456621|0.17123287671232876|14.989882293829424|0.7711873146508809|0.13205262237172616|
('base', 'de')|2|1|299|218|0.0033333333333333335|0.0045662100456621|0.007899543378995434|9.3460261040547|-0.8437442893364013|-0.006665194614392577|
('atendidos', 'en', 'medicina')|3|1|15|218|0.0625|0.0045662100456621|0.0670662100456621|13.57484479455058|0.3662888371608388|0.02456560409041014|
('educativa', 'con')|2|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
('neurología', 'del')|2|1|31|218|0.03125|0.0045662100456621|0.0358162100456621|12.57484479455058|0.08014908630872822|0.00287063651020131|
('de', 'dos', 'modelos')|3|1|22|218|0.043478260869565216|0.0045662100456621|0.048044470915227316|13.051282838493567|0.21647694949904117|0.010400520504023816|
('guía', 'de')|2|1|563|218|0.0017730496453900709|0.0045662100456621|0.006339259691052171|8.435293442151787|-1.10434110630618|-0.007000705060378728|
('general', ':', 'avance')|3|1|3|218|0.25|0.0045662100456621|0.2545662100456621|15.57484479455058|0.9385683388650601|0.23892778489373104|
('conocimiento', 'sobre', 'hígado')|3|1|2|218|0.3333333333333333|0.0045662100456621|0.3378995433789954|15.989882293829424|1.0573270655029916|0.35727033263571406|
estandarización|1|1|152|218|0.006535947712418301|0.0045662100456621|0.011102157758080402|10.317456951857928|-0.5657793085759311|-0.006281371140067639|
('la', 'higiene')|2|1|129|218|0.007692307692307693|0.0045662100456621|0.012258517737969793|10.552476981522126|-0.4985307358425616|-0.006111247868249174|
espontáneas|1|1|116|218|0.008547008547008548|0.0045662100456621|0.013113218592670648|10.704480074967176|-0.455036608555445|-0.005966994515655057|
('de', 'barcelona', '.')|3|1|435|218|0.0022935779816513763|0.0045662100456621|0.0068597880273134765|8.806660469773654|-0.9980782375477704|-0.006846605144252331|
finlandia|1|1|9|218|0.1|0.0045662100456621|0.1045662100456621|14.252916699663219|0.5603121631495852|0.05858971934303882|
(',', 'prácticas')|2|1|21|218|0.045454545454545456|0.0045662100456621|0.050020755500207556|13.115413175913282|0.23482718827038043|0.011746233369273907|
('sensibilidad', 'antibiótica', 'en')|3|1|7|218|0.125|0.0045662100456621|0.1295662100456621|14.57484479455058|0.6524285880129495|0.08453269947428055|
('chiclayo', '.')|2|1|1|218|0.5|0.0045662100456621|0.504566210045662|16.57484479455058|1.2247080897171703|0.6179463192408553|
('y', 'la', 'ansiedad')|3|1|10|218|0.09090909090909091|0.0045662100456621|0.09547530095475301|14.115413175913282|0.520966939122491|0.049739475300196324|
('la', 'insuficiencia', 'cardiaca')|3|1|276|218|0.0036101083032490976|0.0045662100456621|0.008176318348911197|9.461102628501392|-0.810816321302298|-0.0066294923654606555|
centro|1|1|2923|218|0.0003419972640218878|0.0045662100456621|0.004908207309683988|6.061117198598143|-1.78368730511562|-0.00875470706915902|
('quiátricas', 'vistas', 'por')|3|1|0|218|1.0|0.0045662100456621|1.004566210045662|17.57484479455058|1.510847840569281|1.5177466891563551|
